279	211	3
288	234	3
296	222	3
310	241	3
320	204	3
297	201	3
322	220	3
307	260	3
255	248	3
288	272	3
285	259	3
410	121	1
417	140	1
452	146	1
434	165	1
414	193	1
414	158	1
450	179	1
431	191	1
457	152	1
426	140	1
437	155	1
450	165	1
444	182	1
412	317	4
403	376	4
439	377	4
422	337	4
388	350	4
417	362	4
442	353	4
440	335	4
426	320	4
464	351	4
451	376	4
415	407	4
395	379	4
376	374	4
416	336	4
572	184	2
559	150	2
621	140	2
593	168	2
575	163	2
605	135	2
585	135	2
596	150	2
615	160	2
602	185	2
626	191	2
651	187	2
643	175	2
631	163	2
663	156	2
607	333	5
632	328	5
624	317	5
669	327	5
655	311	5
669	355	5
637	374	5
630	355	5
651	353	5
669	386	5
694	364	5
689	341	5
702	321	5
679	326	5
659	348	5
684	373	5
682	306	5
698	296	5
702	309	5
711	353	5
443	129	1
279	211	1
288	234	1
296	222	1
310	241	1
320	204	1
297	201	1
322	220	1
307	260	1
255	248	1
288	272	1
285	259	1
410	121	2
417	140	2
452	146	2
434	165	2
414	193	2
414	158	2
450	179	2
431	191	2
457	152	2
426	140	2
437	155	2
450	165	2
444	182	2
412	317	4
403	376	4
439	377	4
422	337	4
388	350	4
417	362	4
442	353	4
440	335	4
426	320	4
464	351	4
451	376	4
415	407	4
395	379	4
376	374	4
416	336	4
572	184	5
559	150	5
621	140	5
593	168	5
575	163	5
605	135	5
585	135	5
596	150	5
615	160	5
602	185	5
626	191	5
651	187	5
643	175	5
631	163	5
663	156	5
607	333	3
632	328	3
624	317	3
669	327	3
655	311	3
669	355	3
637	374	3
630	355	3
651	353	3
669	386	3
694	364	3
689	341	3
702	321	3
679	326	3
659	348	3
684	373	3
682	306	3
698	296	3
702	309	3
711	353	3
443	129	2
